agency_id,route_color,route_id,route_long_name,route_short_name,route_text_color,route_type
3,0000ff,10698,Cantón Norte ||  Suba Corpas Ciclovía,T21,ffffff,3
3,0000ff,10699,Providencia Alta ||  Estación Av. 1 Mayo,13-2,ffffff,3
3,0000ff,10700,F417 Est. Bibl. Tintal  || F417 Tierra Buena,FF417,ffffff,3
3,0000ff,10704,Diana Turbay ||  Estación Av. 1 Mayo,13-4,ffffff,3
3,0000ff,10705,Germania ||  Las Acacias,143,ffffff,3
3,0000ff,10708,K527 CAN || G527 Metrovivienda,GK527,ffffff,3
3,0000ff,10713,Favidi ||  Estación Banderas,F423,ffffff,3
3,0000ff,10714,Favidi ||  Estación Banderas,F424,ffffff,3
3,0000ff,10715,Palermo Sur ||  Estación Av. 1 Mayo,13-5,ffffff,3
3,0000ff,10717,A426 Estación Comuneros || F426 Galán,FA426,ffffff,3
3,0000ff,10719,Est. Calle 100 ||  Corpas,T795,ffffff,3
3,0000ff,10725,AK 7 AC 170 ||  Portal Norte,TC10,ffffff,3
3,0000ff,10726,H604 Est. General Santander || H604 Santo Domingo,HH604,ffffff,3
3,0000ff,10742,AK 7 AC 134 ||  Est. Alcalá,19-1,ffffff,3
3,0000ff,10744,Chicó Norte ||  Estación CL 100,19-3,ffffff,3
3,0000ff,10745,A203 Chicó Norte || D203 Bachué,DA203,ffffff,3
3,0000ff,10748,La Cabrera ||  Estación CL 85,19-8,ffffff,3
3,0000ff,10750,Barancas Norte ||  AK 7 AC 153,19-9,ffffff,3
3,0000ff,10751,Santo Domingo ||  Portal Sur,H640,ffffff,3
3,0000ff,10754,Calle 153 ||  Bosa San José,634,ffffff,3
3,0000ff,10755,Cedritos ||  Estación CL 142,19-6,ffffff,3
3,0000ff,10761,Santo Domingo ||  Portal Sur,H641,ffffff,3
3,0000ff,10765,San Blas ||  Bosa San Jose,P24,ffffff,3
3,0000ff,10768,Germania ||  Las Acacias Ciclovía,143,ffffff,3
3,0000ff,10769,Estación Pepe Sierra ||  Santa Ana,B908,ffffff,3
3,0000ff,10777,K904 Terminal Salitre || B904 La Estrellita,BK904,ffffff,3
3,0000ff,10780,A900 Galerías || B900 La Estrellita,BA900,ffffff,3
3,0000ff,10782,Villemar,16-10,ffffff,3
3,0000ff,10791,K905 Puente Aéreo || B905 Serrezuela,BK905,ffffff,3
3,0000ff,10792,C917 Santa Cecilla || B917 Terminal Norte,BC917,ffffff,3
3,0000ff,10799,Chicó ||  Villa Gloria,E17,ffffff,3
3,0000ff,10803,B130 Cardio Infantil || C130 Suba Berlín,CB130,ffffff,3
3,0000ff,10809,Chicó ||  Villa Gloria,E43,ffffff,3
3,0000ff,10815,B161 Unicentro || C161 Villa Gloria,CB161,ffffff,3
3,0000ff,10823,Suba Rincón ||  Est. Granja KR 77,5-1,ffffff,3
3,0000ff,10824,Cantón Norte ||  Corpas,E26B,ffffff,3
3,0000ff,10825,L205 Lomas || D205 Bachué,DL205,ffffff,3
3,0000ff,10826,L205 Lomas || D205 Bachué Ciclovía,DL205,ffffff,3
3,0000ff,10831,Est. Av. 1 de Mayo,N16,ffffff,3
3,0000ff,10832,L811 Aguas Claras || H811 Restrepo,LH811,ffffff,3
3,0000ff,10833,L811 Aguas Claras || H811 Restrepo Ciclovía,LH811,ffffff,3
3,0000ff,10834,B161 Unicentro || C161 Villa Gloria Ciclovía,CB161,ffffff,3
3,0000ff,10836,C110 Portal Suba || C110 Chorrillos,CC110,ffffff,3
3,0000ff,10837,Av. Carrera 91 ||  Est. Granja KR 77,5-2,ffffff,3
3,0000ff,10838,Suba Compartir ||  Portal Suba,C104,ffffff,3
3,0000ff,10839,Serena Cerezos ||  Est. Granja KR 77,5-3,ffffff,3
3,0000ff,10840,Fontibón Refugio,K916,ffffff,3
3,0000ff,10841,Balmoral Norte,B916,ffffff,3
3,0000ff,10843,Santo Domingo ||  Bachue,621,ffffff,3
3,0000ff,10844,La Gaitana ||  Portal Suba,11-8,ffffff,3
3,0000ff,10845,San Andres ||  Portal Suba,11-2,ffffff,3
3,0000ff,10847,Santo Domingo ||  Bachue Ciclovía,621,ffffff,3
3,0000ff,10848,Terminal Norte ||  Villa Gladys,P49,ffffff,3
3,0000ff,10849,C925 Niza Calle 127 || B925 Est. Mazurén,BC925,ffffff,3
3,0000ff,10850,Lisboa ||  Portal Suba,11-9,ffffff,3
3,0000ff,10851,Villa María ||  Portal Suba,11-3,ffffff,3
3,0000ff,10854,Pinar ||  Portal Suba,11-7,ffffff,3
3,0000ff,10856,Pinar,11-7,ffffff,3
3,0000ff,10861,C159 Suba Pueblo || C159 Villa Cindy,CC159,ffffff,3
3,0000ff,10863,Av. Cali ||  Portal Suba,11-5,ffffff,3
3,0000ff,10865,Las Mercedes ||  Portal Suba,11-6,ffffff,3
3,0000ff,10866,Portal Suba,11-6,ffffff,3
3,0000ff,10867,Las Mercedes,11-6,ffffff,3
3,0000ff,10871,Villa Cindy ||  Hsp. San Blas,T13,ffffff,3
3,0000ff,10872,Marly ||  El Recreo,579,ffffff,3
3,0000ff,10873,Marly ||  El Recreo Ciclovía,579,ffffff,3
3,0000ff,10874,A814 Porciúncula || L814 Horacio Orjuela,LA814,ffffff,3
3,0000ff,10877,Villa Cindy ||  Hsp. San Blas Ciclovía,T13,ffffff,3
3,0000ff,10883,Aures II ||  Portal Suba,11-4,ffffff,3
3,0000ff,10884,Suba Gaitana ||  Bosa San Diego,599,ffffff,3
3,0000ff,10892,A814 Porciúncula || L814 Horacio Orjuela Ciclovía,LA814,ffffff,3
3,0000ff,10894,A814 Porciúncula || L814 Horacio Orjuela Festivo,LA814,ffffff,3
3,0000ff,10916,El Uval,E44,ffffff,3
3,0000ff,10920,El Uval Ciclovía,E44,ffffff,3
3,0000ff,11024,Bilbao ||  Portal Suba,11-10,ffffff,3
3,0000ff,11026,Bilbao ||  Patio Suba,11-10,ffffff,3
3,0000ff,11050,F425 Timiza || F425 Est. Banderas,FF425,ffffff,3
3,0000ff,11060,G414 Hsp. Kennedy || F414 Villa Alexandra,FG414,ffffff,3
3,0000ff,11067,A522 Germania || G522 Metrovivienda,GA522,ffffff,3
3,0000ff,11068,G536 Est. Sena  || G536 Est. Santa Isabel,GG536,ffffff,3
3,0000ff,11072,G524 Parques de Bogota || G524 Portal Sur,GG524,ffffff,3
3,0000ff,11073,Portal Sur,G524,ffffff,3
3,0000ff,11074,Parques de Bogota,G524,ffffff,3
3,0000ff,11076,K102 Salitre El Greco || C102 Suba Fontanar,CK102,ffffff,3
3,0000ff,11079,Fiscala Alta,H530,ffffff,3
3,0000ff,11080,Metrovivienda,G530,ffffff,3
3,0000ff,11081,Chicó ||  Aeropuerto,P500,ffffff,3
3,0000ff,11091,Potosí ||  Portal Tunal,H625,ffffff,3
3,0000ff,11093,Tunal ||  Est. Calle 40 Sur,7-2,ffffff,3
3,0000ff,11101,Sierra Morena ||  Portal Tunal,6-3,ffffff,3
3,0000ff,11102,El Uval,330,ffffff,3
3,0000ff,11122,Canadá Güira,L517,ffffff,3
3,0000ff,11126,La Roca ||  Parques de Bogotá,C701,ffffff,3
3,0000ff,11133,Perdomo ||  Portal Sur,10-6,ffffff,3
3,0000ff,11135,Fatima ||  General Santander,12-1,ffffff,3
3,0000ff,11136,Fatima,12-1,ffffff,3
3,0000ff,11150,Lijaca,B419,ffffff,3
3,0000ff,11151,F419 Calandaima,FB419,ffffff,3
3,0000ff,11152,B419 Lijaca Ciclovía,FB419,ffffff,3
3,0000ff,11153,Calandaima Ciclovía,F419,ffffff,3
3,0000ff,11178,Galerías ||  Rincón de Venecia,97,ffffff,3
3,0000ff,11181,Centro ||  Zona Industrial Alamos,359,ffffff,3
3,0000ff,11192,Mochuelo Bajo ||  San Carlos,6-18,ffffff,3
3,0000ff,11193,Santa Barbara ||  San Carlos,6-18,ffffff,3
3,0000ff,11204,El Tuno,H308,ffffff,3
3,0000ff,11205,Puente Grande,K308,ffffff,3
3,0000ff,11207,El Tuno,H308,ffffff,3
3,0000ff,11208,Bosa San Jose,G311,ffffff,3
3,0000ff,11209,Puente Grande,K311,ffffff,3
3,0000ff,11248,Ciudad Alsacia,F333,ffffff,3
3,0000ff,11386,A003 Marly || A003 Est. Universidad Nacional,AA003,ffffff,3
3,0000ff,11388,Uribe Uribe PM ||   Estación Calle 40 Sur PM,7-1,ffffff,3
3,0000ff,11419,A124 Germania || C124 Bilbao Ciclovía,CA124,ffffff,3
3,0000ff,11421,Bilbao Ciclovía,C131,ffffff,3
3,0000ff,11470,Estacion Calle 127  ||  Estacion Calle 127,B920,ffffff,3
3,0000ff,11471,Torca  ||  Tibabita,18-14,ffffff,3
3,0000ff,11485,Terminal Norte,291,ffffff,3
3,0000ff,11502,La Riviera,F718,ffffff,3
3,0000ff,11503,Usme Centro,H718,ffffff,3
3,0000ff,11514,A821 Est. Universidades || L821 Est. Bicentenario,LA821,ffffff,3
3,0000ff,11517,El Verjon ||  Est. Bicentenario,14-6,ffffff,3
3,0000ff,11538,L636 San Blas II || H636 Rincón de Venecia,HL636,ffffff,3
3,0000ff,11540,A805 7 De Agosto || L805 Juan Rey Ciclovía,LA805,ffffff,3
3,0000ff,11542,A805 7 De Agosto || L805 Juan Rey,LA805,ffffff,3
3,0000ff,11547,Villa Cindy ||  Hsp. San Blas Ciclovía,T13,ffffff,3
3,0000ff,11548,Villa Cindy ||  Hsp. San Blas Ciclovía,T13,ffffff,3
3,0000ff,11563,H728 Danubio || H728 Estación Molinos,HH728,ffffff,3
3,0000ff,11573,Virrey ||  Portal Usme,3-8,ffffff,3
3,0000ff,11668,La Felicidad,K301,ffffff,3
3,0000ff,11672,Fontibón Centro ||  Portal Eldorado,16-9,ffffff,3
3,0000ff,11673,Portal Eldorado,16-9,ffffff,3
3,0000ff,11674,Fontibón Centro,16-9,ffffff,3
3,0000ff,11675,B118 San Cristobal norte || C118 Suba Berlin,CB118,ffffff,3
3,0000ff,11701,H729 La Aurora || H729 Portal Usme,HH729,ffffff,3
3,0000ff,11705,A725 Las Nieves || H725 El Tuno,HA725,ffffff,3
3,0000ff,11721,Portal Usme,3-14,ffffff,3
3,0000ff,11728,Puente Aranda,F154,ffffff,3
3,0000ff,11764,Puerta de Teja,K328,ffffff,3
3,0000ff,11765,B326 Unicentro  || K326 Puerta de Teja,KB326,ffffff,3
3,0000ff,11768,El Dorado Laches,L325,ffffff,3
3,0000ff,11769,El Codito,B314,ffffff,3
3,0000ff,11811,La Fiscala ||  Portal Usme,3-11,ffffff,3
3,0000ff,11812,Nebraska ||  Portal Usme,3-13,ffffff,3
3,0000ff,11824,A702 El Guavio || H702 El Uval,HA702,ffffff,3
3,0000ff,11825,Terminal Salitre,K700,ffffff,3
3,0000ff,11826,Bellavista,H700,ffffff,3
3,0000ff,11827,San Diego,A706,ffffff,3
3,0000ff,11828,El Uval,H706,ffffff,3
3,0000ff,11829,A708 Chicó Norte || H708 Antonio J. de Sucre,HA708,ffffff,3
3,0000ff,11830,K715 Corferias || H715 El Uval,HK715,ffffff,3
3,0000ff,11832,L723 Portal 20 de Julio || H723 Usme Centro,HL723,ffffff,3
3,0000ff,11836,Terminal Salitre,K721,ffffff,3
3,0000ff,11837,El Tuno,H721,ffffff,3
3,0000ff,11838,H726 Est. General Santander || H726 Bolonia,HH726,ffffff,3
3,0000ff,11849,B145 San Cristóbal Norte || C145 Bilbao,CB145,ffffff,3
3,0000ff,11884,G543 Timiza || H543 Est. General Santander,GH543,ffffff,3
3,0000ff,11887,Est. General Santander,H543,ffffff,3
3,0000ff,11888,G543 Timiza || H543 Est. General Santander Ciclovía,GH543,ffffff,3
3,0000ff,11901,La Estancia ||  Portal Eldorado,16-7,ffffff,3
3,0000ff,11902,Portal Eldorado,16-7,ffffff,3
3,0000ff,11903,La Estancia,16-7,ffffff,3
3,0000ff,11955,B995 Calle 134 || D995 Movistar Arena,BD995,ffffff,3
3,0000ff,11956,B995 Calle 134 || D995 Movistar Arena,BD995,ffffff,3
3,0000ff,11967,A720 7 de Agosto || H720 Ciudadela Usme Ciclovía,HA720,ffffff,3
3,0000ff,11968,Ciudadela Usme,H720,ffffff,3
3,0000ff,11969,Ciudadela Usme,H720,ffffff,3
3,0000ff,11998,A720 7 de Agosto || H720 Ciudadela Usme,HA720,ffffff,3
3,0000ff,11999,7 de Agosto,A720,ffffff,3
3,0000ff,12000,7 de Agosto,A720,ffffff,3
3,0000ff,12003,Metrovivienda,G147,ffffff,3
3,0000ff,12004,Bilbao,C147,ffffff,3
3,0000ff,12009,A601 Germania || H601 Perdomo Ciclovía,HA601,ffffff,3
3,0000ff,12049,Tierra Buena,F733,ffffff,3
3,0000ff,12050,Portal Usme,3-8,ffffff,3
3,0000ff,12051,San Martín de Loba,L329,ffffff,3
3,0000ff,12052,Fontibon Brisas,K329,ffffff,3
3,0000ff,12061,A334 Porciuncula || K334 Fontibon Versalles,KA334,ffffff,3
3,0000ff,12068,San Martín de Loba Ciclovía,L329,ffffff,3
3,0000ff,12069,Fontibon Brisas Ciclovía,K329,ffffff,3
3,0000ff,12071,A334 Porciuncula || K334 Fontibon Versalles Ciclovía,KA334,ffffff,3
3,0000ff,12083,B609 Unicentro || H609 Arborizadora Alta,HB609,ffffff,3
3,0000ff,12084,C913 Veramonte || B913 Est. Mazurén,CB913,ffffff,3
3,0000ff,12085,A332 La Porciúncula || K332 El Recodo,KA332,ffffff,3
3,0000ff,12086,A332 La Porciúncula || K332 El Recodo Ciclovía,KA332,ffffff,3
3,0000ff,12087,B609 Unicentro || H609 Arborizadora Alta Ciclovía,HB609,ffffff,3
3,0000ff,12088,La Porciúncula,A332,ffffff,3
3,0000ff,12089,C612 Villa María  || H612 San Joaquín,HC612,ffffff,3
3,0000ff,12091,B109 Canton Norte || C109 Tibabuyes,CB109,ffffff,3
3,0000ff,12096,H735 Uval || H735 Portal Usme,HH735,ffffff,3
3,0000ff,12098,H735 Portal Usme,HH735,ffffff,3
3,0000ff,12100,A001 El Paraiso || A001 Bosque Calderón,AA001,ffffff,3
3,0000ff,12115,Unicentro ||  Arabia,260,ffffff,3
3,0000ff,12121,Ingles ||  Est. Calle 40 Sur,7-3,ffffff,3
3,0000ff,12122,Bulevar Niza ||  Paraíso,742A,ffffff,3
3,0000ff,12123,A643 Paloquemao  || H643 San Joaquín,HA643,ffffff,3
3,0000ff,12124,Metrovivienda,G902,ffffff,3
3,0000ff,12126,Metrovivienda,G902,ffffff,3
3,0000ff,12130,A117 Chapinero || C117 Villa Cindy Ciclovía,CA117,ffffff,3
3,0000ff,12131,Perdomo,T163,ffffff,3
3,0000ff,12132,Calle 222,T163,ffffff,3
3,0000ff,12133,Perdomo,T163,ffffff,3
3,0000ff,12134,Calle 197,T163,ffffff,3
3,0000ff,12135,Perdomo Ciclovía,T163,ffffff,3
3,0000ff,12136,Perdomo Ciclovía,T163,ffffff,3
3,0000ff,12137,Alfonso Lopez ||  Portal Usme,3-4,ffffff,3
3,0000ff,12138,Portal Usme,3-4,ffffff,3
3,0000ff,12139,A103 Est. Calle 76 || C103 Portales del Norte Ciclovía,CA103,ffffff,3
3,0000ff,12140,Alfonso Lopez,3-4,ffffff,3
3,0000ff,12143,Usme Centro,3-10,ffffff,3
3,0000ff,12146,A151 Centro || C151 Tibabuyes,CA151,ffffff,3
3,0000ff,12147,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,12148,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,12149,A151 Centro || C151 Tibabuyes Ciclovía,CA151,ffffff,3
3,0000ff,12151,A129 Germania || C129 Bilbao,CA129,ffffff,3
3,0000ff,12152,A129 Germania || C129 Bilbao Ciclovía,CA129,ffffff,3
3,0000ff,12153,Suba Lisboa,C315,ffffff,3
3,0000ff,12154,Suba Compartir,C323,ffffff,3
3,0000ff,12155,El Recodo,K323,ffffff,3
3,0000ff,12162,A124 Germania  || C124 Bilbao,CA124,ffffff,3
3,0000ff,12163,A124 Germania || C124 Bilbao Ciclovía,CA124,ffffff,3
3,0000ff,12164,A124 Germania || C124 Bilbao Ciclovía,CA124,ffffff,3
3,0000ff,12166,Est. Av. 1 de Mayo,L149,ffffff,3
3,0000ff,12170,Puente Grande,K315,ffffff,3
3,0000ff,12171,Germania,A127,ffffff,3
3,0000ff,12172,Fontanar del Rio,C127,ffffff,3
3,0000ff,12173,B020 Avenida Calle 134 || A020 Estación La Castellana,AB020,ffffff,3
3,0000ff,12175,Polo,A605,ffffff,3
3,0000ff,12176,Arborizadora Alta,H605,ffffff,3
3,0000ff,12179,Est. Mazurén,B913,ffffff,3
3,0000ff,12180,Veramonte,C913,ffffff,3
3,0000ff,12181,Molino ||  Metrovivienda,786,ffffff,3
3,0000ff,12182,Juan Rey,139,ffffff,3
3,0000ff,12183,Bosa San Jose,139,ffffff,3
3,0000ff,12185,F019 AC3/AK68 || A019 AC3/Comuneros,AF019,ffffff,3
3,0000ff,12187,El Recodo,K302,ffffff,3
3,0000ff,12196,A537 Palermo || G537 Villa del Rio,GA537,ffffff,3
3,0000ff,12198,A537 Palermo || G537 Villa del Rio Ciclovía,GA537,ffffff,3
3,0000ff,12199,A538 El Retiro || G538 Bosa Centro,GA538,ffffff,3
3,0000ff,12200,H521 Usme-Chinguaza || G521 San Bernardino,GH521,ffffff,3
3,0000ff,12203,A538 El Retiro || G538 Bosa Centro Ciclovía,GA538,ffffff,3
3,0000ff,12207,Potreritos,G517,ffffff,3
3,0000ff,12214,A611 Est. Calle 100 || H611 Santo Domingo,HA611,ffffff,3
3,0000ff,12215,Bicentenario ||  Bosa San José,580,ffffff,3
3,0000ff,12227,A535 Germania || G535 Bosa San José,GA535,ffffff,3
3,0000ff,12228,A501 Germania || G501 Bosa San José,GA501,ffffff,3
3,0000ff,12233,Galerias ||  Rincón de Venecia Ciclovía,97,ffffff,3
3,0000ff,12234,Unicentro ||  Catalina II,192,ffffff,3
3,0000ff,12236,Unicentro ||  Catalina II Ciclovía,192,ffffff,3
3,0000ff,12237,Marly ||  Catalina,T40,ffffff,3
3,0000ff,12238,Marly ||  Catalina Ciclovía,T40,ffffff,3
3,0000ff,12250,Diana Turbay ||  Estacion Molinos,4-2,ffffff,3
3,0000ff,12263,H711 Portal Usme || H711 Los Soches,HH711,ffffff,3
3,0000ff,12265,Puente Grande ||  Portal Eldorado,K300,ffffff,3
3,0000ff,12266,Portal Eldorado,K300,ffffff,3
3,0000ff,12267,Portal  Eldorado,K300,ffffff,3
3,0000ff,12269,Zarazota,60,ffffff,3
3,0000ff,12270,Bachue,60,ffffff,3
3,0000ff,12274,Nueva Delhi,L331,ffffff,3
3,0000ff,12275,Nueva Delhi Festivo,L331,ffffff,3
3,0000ff,12305,A427 Centro Andino || F427 Calandaima,FA427,ffffff,3
3,0000ff,12306,A427 Centro Andino || F427 Calandaima Ciclovía,FA427,ffffff,3
3,0000ff,12312,A818 Galerias || L818 Aguas Claras,LA818,ffffff,3
3,0000ff,12313,H817 Est. Nariño || L817 Gaviotas,LH817,ffffff,3
3,0000ff,12314,Acacias,H327,ffffff,3
3,0000ff,12315,Puente Grande,K327,ffffff,3
3,0000ff,12316,Acacias Ciclovía,H327,ffffff,3
3,0000ff,12327,Bolonia Usme,614,ffffff,3
3,0000ff,12328,Zona Industrial Montevideo,614,ffffff,3
3,0000ff,12331,B909 Mazuren || D909 Villas de Granada,BD909,ffffff,3
3,0000ff,12332,B909 Mazuren || D909 Villas de Granada Ciclovía,BD909,ffffff,3
3,0000ff,12336,Suba Corpas,C137,ffffff,3
3,0000ff,12339,El Uval Ciclovía,H704,ffffff,3
3,0000ff,12346,A601 Chapinero || H601 Perdomo,HA601,ffffff,3
3,0000ff,12347,Terminal Salitre ||  Terminal Norte,Z4B,ffffff,3
3,0000ff,12348,Terminal Salitre ||  Terminal Norte Ciclovía,Z4B,ffffff,3
3,0000ff,12365,A324 La Perseverancia || K324 Fontibon Brisas,KA324,ffffff,3
3,0000ff,12366,C705 Est. Suba CL 100 || H705 El Uval,HC705,ffffff,3
3,0000ff,12367,C705 Est. Suba CL 100 || H705 El Uval Ciclovía,HC705,ffffff,3
3,0000ff,12368,Sidel,L819,ffffff,3
3,0000ff,12369,Terminal Salitre Ciclovía,K700,ffffff,3
3,0000ff,12370,San Luis ||  Porciuncula,T06,ffffff,3
3,0000ff,12371,San Luis ||  Porciuncula Ciclovía,T06,ffffff,3
3,0000ff,12372,San Luis ||  Porciuncula,T06,ffffff,3
3,0000ff,12374,H216 Villa Mayor || D216 La Florida,DH216,ffffff,3
3,0000ff,12375,H216 Villa Mayor || D216 La Florida Ciclovía,DH216,ffffff,3
3,0000ff,12381,Chicó Calle 100 ||  San Joaquín,T12,ffffff,3
3,0000ff,12384,Chicó Calle 100 ||  San Joaquín Ciclovía,T12,ffffff,3
3,0000ff,12391,Unicentro,B303,ffffff,3
3,0000ff,12392,Recodo Fontibon,K303,ffffff,3
3,0000ff,12393,Unicentro Ciclovía,B303,ffffff,3
3,0000ff,12394,Recodo Fontibon Ciclovía,K303,ffffff,3
3,0000ff,12395,L304 San Cristóbal Sur || K304 Fontibón Recodo,KL304,ffffff,3
3,0000ff,12396,L304 San Cristóbal Sur || K304 Fontibón Recodo Ciclovía,KL304,ffffff,3
3,0000ff,12400,B309 Lijacà || K309 San Pablo,KB309,ffffff,3
3,0000ff,12401,B309 Lijacà || K309 San Pablo Ciclovía,KB309,ffffff,3
3,0000ff,12402,Tierra Buena,F404,ffffff,3
3,0000ff,12403,Calle 170,C404,ffffff,3
3,0000ff,12404,Tierra Buena Ciclovía,F404,ffffff,3
3,0000ff,12405,Portal Usme,3-10,ffffff,3
3,0000ff,12406,Ciudadela Usme Ciclovía,H724,ffffff,3
3,0000ff,12418,Metrovivienda,G137,ffffff,3
3,0000ff,12429,K635 Montevideo || H635 Arborizadora Alta,HK635,ffffff,3
3,0000ff,12436,F333 Ciudad  Alsacia || K333 Est. Av. Rojas,KF333,ffffff,3
3,0000ff,12437,Est. Av. Rojas,K333,ffffff,3
3,0000ff,12442,A618 Germania || H618 Santo Domingo,HA618,ffffff,3
3,0000ff,12443,K629 Fontibón Centro || H629 Arborizadora Alta,HK629,ffffff,3
3,0000ff,12448,A306 Centro Andino || K306 Zona Franca,KA306,ffffff,3
3,0000ff,12449,A306 Centro Andino || K306 Zona Franca Ciclovía,KA306,ffffff,3
3,0000ff,12450,Centro Andino,A306,ffffff,3
3,0000ff,12451,Zona Franca,K306,ffffff,3
3,0000ff,12460,Bilbao,C149,ffffff,3
3,0000ff,12461,Germania,A704,ffffff,3
3,0000ff,12464,Molinos ||  Estación Molinos,4-3,ffffff,3
3,0000ff,12475,Est. Av. Chile ||  Fontibon San Pablo,12,ffffff,3
3,0000ff,12476,Calle 53 ||  Zona Industrial Alamos,359,ffffff,3
3,0000ff,12477,Calle 53 ||  Zona Industrial Alamos Ciclovía,359,ffffff,3
3,0000ff,12479,A814 Porciuncula || L814 Horacio Orjuela Ciclovía,LA814,ffffff,3
3,0000ff,12481,A002 San Luis || A002 El Campin,AA002,ffffff,3
3,0000ff,12482,A002 San Luis || A002 El Campin Ciclovía,AA002,ffffff,3
3,0000ff,12483,A002 San Luis || A002 El Campin,AA002,ffffff,3
3,0000ff,12484,Lomitas ||  Est. Calle 187,B927,ffffff,3
3,0000ff,12485,Gaviotas,L155,ffffff,3
3,0000ff,12494,20 de Julio ||  Verbenal Sur,624,ffffff,3
3,0000ff,12496,Unicentro ||  Metrovivienda,191,ffffff,3
3,0000ff,12497,Toberin ||  Metrovivienda,Z8,ffffff,3
3,0000ff,12498,Palermo Sur,T26,ffffff,3
3,0000ff,12499,Country Club,T26,ffffff,3
3,0000ff,12500,Palermo Sur  ||  Molinos,T26,ffffff,3
3,0000ff,12501,Palermo Sur Ciclovía,T26,ffffff,3
3,0000ff,12502,Country Club Ciclovía,T26,ffffff,3
3,0000ff,12503,A856 NQS/Comuneros  || L856 Tihuaque/Violetas,LA856,ffffff,3
3,0000ff,12504,A856 NQS/Comuneros  || L856 Tihuaque/Violetas Ciclovía,LA856,ffffff,3
3,0000ff,12505,Est. Comuneros,A018,ffffff,3
3,0000ff,12506,H803 Sena NQS || L803 Gaviotas,LH803,ffffff,3
3,0000ff,12507,H803 Sena NQS  || L803 Doña Liliana Festivo,LH803,ffffff,3
3,0000ff,12508,H632 Villa Gloria || H632 General Santander Ciclovía,HH632,ffffff,3
3,0000ff,12511,K715 Corferias || H715 El Uval Ciclovía,HK715,ffffff,3
3,0000ff,12512,Gaviotas,L919,ffffff,3
3,0000ff,12513,Terminal Norte,B919,ffffff,3
3,0000ff,12514,Terminal Norte Ciclovía,B919,ffffff,3
3,0000ff,12515,Terminal Norte,B919,ffffff,3
3,0000ff,12516,Terminal Norte,T25,ffffff,3
3,0000ff,12517,Potosi,T25,ffffff,3
3,0000ff,12518,Terminal Norte Ciclovía,T25,ffffff,3
3,0000ff,12519,Potosi Ciclovía,T25,ffffff,3
3,0000ff,12521,Potosi,T25,ffffff,3
3,0000ff,12522,20 de Julio ||  Verbenal Sur Ciclovía,624,ffffff,3
3,0000ff,12526,Tibabuyes,C134,ffffff,3
3,0000ff,12528,Tibabuyes Ciclovía,C134,ffffff,3
3,0000ff,12529,Porciúncula ||  Calle 100,E61,ffffff,3
3,0000ff,12531,Mundo Aventura ||  Est. Av. Americas  Av. Boyacá,8-10,ffffff,3
3,0000ff,12539,Germania ||  La Magdalena,688,ffffff,3
3,0000ff,12540,Germania ||  La Magdalena Ciclovía,688,ffffff,3
3,0000ff,12541,L422 Laches El Dorado || F422 Patio Bonito,FL422,ffffff,3
3,0000ff,12542,A336 Germania || K336 Puente Grande-HB,KA336,ffffff,3
3,0000ff,12543,Camelia ||  Gran Granada,669,ffffff,3
3,0000ff,12544,Puente Aranda ||  Nueva Castilla,T48,ffffff,3
3,0000ff,12550,H545 El Ensueño || G545 C.C. Villa del Río,GH545,ffffff,3
3,0000ff,12555,A516 Chapinero || G516 Portal Sur,GA516,ffffff,3
3,0000ff,12556,L519 Los Laches || G519 Olarte,GL519,ffffff,3
3,0000ff,12557,L815 Est. Av. 1 Mayo || L815 Villa del Cerro,LL815,ffffff,3
3,0000ff,12570,A567 Porciuncula || G567 Parques de Bogotá,GA567,ffffff,3
3,0000ff,12571,Tibabuyes,C134,ffffff,3
3,0000ff,12572,Tibabuyes,C134,ffffff,3
3,0000ff,12578,G514 Bosa San José || G514 Portal Sur,GG514,ffffff,3
3,0000ff,12580,Porciúncula ||  Bosa San jose,91,ffffff,3
3,0000ff,12581,Germania ||  Bosa San José,99,ffffff,3
3,0000ff,12582,Porciuncula ||  Bosa San Jose Ciclovía,91,ffffff,3
3,0000ff,12583,Palermo ||  San José 1,731,ffffff,3
3,0000ff,12584,Germania ||  Bosa San Diego,544A,ffffff,3
3,0000ff,12586,Germanía ||  Bosa San Diego Ciclovía,544A,ffffff,3
3,0000ff,12588,Porciuncula ||  Isla del Sol,56A,ffffff,3
3,0000ff,12589,Porciuncula ||  Isla del Sol Ciclovía,56A,ffffff,3
3,0000ff,12593,Germania ||  Roma,C1,ffffff,3
3,0000ff,12594,Germania ||  Roma Ciclovía,C1,ffffff,3
3,0000ff,12595,K505 Corferias || G505 Bosa San Diego,GK505,ffffff,3
3,0000ff,12598,A600 San Diego || H600 Jerusalen,HA600,ffffff,3
3,0000ff,12600,A610 Chicó Norte || H610 Paraíso,HA610,ffffff,3
3,0000ff,12601,A633 Paloquemao || H633 Acapulco,HA633,ffffff,3
3,0000ff,12602,D607 Morato || H607 Arborizadora Alta,HD607,ffffff,3
3,0000ff,12603,F615 Estación Biblioteca Tintal || H615 Arborizadora Alta,HF615,ffffff,3
